innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rajasthan Royals,1,R Dravid,21,20,AM Rahane,6,7,29,27
1,Rajasthan Royals,2,SR Watson,58,31,AM Rahane,36,29,94,60
1,Rajasthan Royals,3,BJ Hodge,14,14,AM Rahane,18,9,33,23
1,Rajasthan Royals,4,STR Binny,5,4,AM Rahane,1,2,6,6
1,Rajasthan Royals,5,J Botha,7,3,STR Binny,1,1,8,4
2,Pune Warriors,1,SC Ganguly,2,3,JD Ryder,1,2,3,5
2,Pune Warriors,2,SC Ganguly,0,1,RV Uthappa,0,0,0,1
2,Pune Warriors,3,RV Uthappa,6,6,AP Majumdar,1,1,8,7
2,Pune Warriors,4,CJ Ferguson,7,9,AP Majumdar,8,7,15,16
2,Pune Warriors,5,SPD Smith,16,16,CJ Ferguson,16,17,34,32
2,Pune Warriors,6,AD Mathews,8,9,SPD Smith,21,15,29,24
2,Pune Warriors,7,AD Mathews,14,8,B Kumar,3,5,17,13
2,Pune Warriors,8,M Kartik,3,4,AD Mathews,1,2,4,6
2,Pune Warriors,9,R Sharma,0,3,M Kartik,1,1,2,4
2,Pune Warriors,10,A Nehra,9,8,M Kartik,4,4,13,12
