match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2023-04-01,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",73,38,2,7,192.11,b AR Patel,2
6,2023-04-03,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",53,22,8,2,240.91,c DP Conway b MM Ali,2
10,2023-04-07,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",13,14,2,0,92.86,c MA Agarwal b Fazalhaq Farooqi,1
15,2023-04-10,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",0,3,0,0,0.0,b Mohammed Siraj,1
21,2023-04-15,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",29,23,1,3,126.09,c Harpreet Singh b Harpreet Brar,2
26,2023-04-19,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",51,42,4,3,121.43,b R Ashwin,2
30,2023-04-22,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",24,19,2,1,126.32,b Rashid Khan,2
38,2023-04-28,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",54,24,7,4,225.0,c S Dhawan b K Rabada,2
43,2023-05-01,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,2,0,0,0.0,c Anuj Rawat b Mohammed Siraj,1
45,2023-05-03,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",14,17,2,0,82.35,c RD Gaikwad b MM Ali,2
51,2023-05-07,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",48,32,7,2,150.0,c Rashid Khan b MM Sharma,1
58,2023-05-13,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,14,0,0,14.29,c AK Markram b GD Phillips,1
72,2023-05-24,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",18,13,3,0,138.46,c C Green b CJ Jordan,1
