match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2012-04-05,Delhi Daredevils,Eden Gardens,18,9,0,2,200.0,"run out (AJ Finch, NV Ojha)",6
7,2012-04-08,Rajasthan Royals,Sawai Mansingh Stadium,12,14,0,1,85.71,b KK Cooper,5
17,2012-04-15,Kings XI Punjab,Eden Gardens,35,23,3,1,152.17,not out,7
29,2012-04-22,Deccan Chargers,Barabati Stadium,9,8,1,0,112.5,not out,7
41,2012-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",11,4,2,0,275.0,not out,6
47,2012-05-05,Pune Warriors,Eden Gardens,15,18,0,1,83.33,not out,5
51,2012-05-07,Delhi Daredevils,Feroz Shah Kotla,1,3,0,0,33.33,not out,6
58,2012-05-12,Mumbai Indians,Eden Gardens,4,1,1,0,400.0,not out,6
63,2012-05-14,Chennai Super Kings,Eden Gardens,19,10,2,1,190.0,not out,6
65,2012-05-16,Mumbai Indians,Wankhede Stadium,2,3,0,0,66.67,"run out (Harbhajan Singh, DR Smith)",7
