match_number,date,opponent,catches,stumpings,run_outs
17,2012-04-15,Kings XI Punjab,1,0,0
29,2012-04-22,Deccan Chargers,2,0,0
41,2012-04-30,Chennai Super Kings,1,0,0
47,2012-05-05,Pune Warriors,1,0,0
