innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,V Kohli,111,14.2
1,Royal Challengers Bangalore,2,AB de Villiers,140,17.5
1,Royal Challengers Bangalore,3,D Padikkal,140,17.6
1,Royal Challengers Bangalore,4,TH David,150,19.2
1,Royal Challengers Bangalore,5,GJ Maxwell,154,20.2
1,Royal Challengers Bangalore,6,HV Patel,156,20.6
2,Chennai Super Kings,1,RD Gaikwad,71,9.2
2,Chennai Super Kings,2,F du Plessis,71,10.1
2,Chennai Super Kings,3,MM Ali,118,14.6
2,Chennai Super Kings,4,AT Rayudu,133,16.4
