innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Delhi Daredevils,death,53,3,30,10.6,6,6
1,Delhi Daredevils,middle,92,0,54,10.22,12,13
1,Delhi Daredevils,powerplay,45,1,36,7.5,6,20
2,Mumbai Indians,death,33,5,30,6.6,5,17
2,Mumbai Indians,middle,72,2,54,8.0,6,17
2,Mumbai Indians,powerplay,48,2,36,8.0,8,20
