innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,MA Agarwal,2,1.3
1,Delhi Daredevils,2,SS Iyer,156,17.4
1,Delhi Daredevils,3,AD Mathews,174,18.6
1,Delhi Daredevils,4,Yuvraj Singh,187,20.3
2,Mumbai Indians,1,LMP Simmons,35,5.2
2,Mumbai Indians,2,PA Patel,48,6.6
2,Mumbai Indians,3,UBT Chand,68,9.2
2,Mumbai Indians,4,KA Pollard,82,11.2
2,Mumbai Indians,5,RG Sharma,131,16.6
2,Mumbai Indians,6,HH Pandya,131,17.1
2,Mumbai Indians,7,AT Rayudu,135,17.3
2,Mumbai Indians,8,MJ McClenaghan,135,17.4
2,Mumbai Indians,9,Harbhajan Singh,153,20.4
