match_number,date,opponent,catches,stumpings,run_outs
2,2025-03-23,Rajasthan Royals,2,0,0
7,2025-03-27,Lucknow Super Giants,1,0,0
27,2025-04-12,Punjab Kings,1,0,0
55,2025-05-05,Delhi Capitals,1,0,0
