match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2022-03-27,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",43,29,5,1,148.28,c Anuj Rawat b HV Patel,2
8,2022-04-01,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",16,15,1,1,106.67,c SW Billings b TG Southee,2
11,2022-04-03,Chennai Super Kings,"Brabourne Stadium, Mumbai",33,24,4,1,137.5,c RA Jadeja b DJ Bravo,2
16,2022-04-08,Gujarat Titans,"Brabourne Stadium, Mumbai",35,30,4,0,116.67,c MS Wade b Rashid Khan,2
23,2022-04-13,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",70,50,5,3,140.0,c KA Pollard b Basil Thampi,2
28,2022-04-17,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",8,11,1,0,72.73,c M Jansen b B Kumar,1
32,2022-04-20,Delhi Capitals,"Brabourne Stadium, Mumbai",9,10,1,0,90.0,c RR Pant b Lalit Yadav,2
38,2022-04-25,Chennai Super Kings,"Wankhede Stadium, Mumbai",88,59,9,2,149.15,not out,2
42,2022-04-29,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",5,15,0,0,33.33,b Ravi Bishnoi,2
48,2022-05-03,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",62,53,8,1,116.98,not out,2
52,2022-05-07,Rajasthan Royals,"Wankhede Stadium, Mumbai",12,16,2,0,75.0,c JC Buttler b R Ashwin,2
60,2022-05-13,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",21,15,2,1,140.0,b GJ Maxwell,2
64,2022-05-16,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",19,16,3,0,118.75,c RR Pant b SN Thakur,2
70,2022-05-22,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",39,32,2,2,121.88,b Fazalhaq Farooqi,2
