match_number,date,opponent,catches,stumpings,run_outs
26,2022-04-16,Mumbai Indians,1,0,1
31,2022-04-19,Royal Challengers Bangalore,1,0,0
63,2022-05-15,Rajasthan Royals,1,0,0
66,2022-05-18,Kolkata Knight Riders,1,0,0
