match_number,date,opponent,catches,stumpings,run_outs
35,2011-04-29,Pune Warriors,2,0,0
50,2011-05-08,Kochi Tuskers Kerala,1,0,1
55,2011-05-11,Rajasthan Royals,2,0,0
