innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,JH Kallis,0,1.1
1,Royal Challengers Bangalore,2,RV Uthappa,10,2.2
1,Royal Challengers Bangalore,3,KP Pietersen,72,10.3
1,Royal Challengers Bangalore,4,LRPL Taylor,78,11.6
1,Royal Challengers Bangalore,5,MV Boucher,139,19.6
1,Royal Challengers Bangalore,6,V Kohli,139,20.1
1,Royal Challengers Bangalore,7,R Vinay Kumar,145,20.3
2,Delhi Daredevils,1,V Sehwag,11,2.4
2,Delhi Daredevils,2,G Gambhir,42,6.4
2,Delhi Daredevils,3,AB de Villiers,84,14.1
2,Delhi Daredevils,4,KD Karthik,106,16.4
