innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,JH Kallis,0,1,RV Uthappa,0,0,0,1
1,Royal Challengers Bangalore,2,KP Pietersen,7,3,RV Uthappa,3,4,10,7
1,Royal Challengers Bangalore,3,KP Pietersen,30,22,LRPL Taylor,27,28,62,49
1,Royal Challengers Bangalore,4,V Kohli,2,3,LRPL Taylor,4,6,6,9
1,Royal Challengers Bangalore,5,V Kohli,20,20,MV Boucher,36,28,61,48
1,Royal Challengers Bangalore,6,V Kohli,0,1,B Akhil,0,0,0,1
1,Royal Challengers Bangalore,7,B Akhil,6,2,R Vinay Kumar,0,0,6,2
1,Royal Challengers Bangalore,8,B Akhil,2,2,Pankaj Singh,1,1,4,3
2,Delhi Daredevils,1,G Gambhir,3,5,V Sehwag,7,5,11,10
2,Delhi Daredevils,2,TM Dilshan,18,10,G Gambhir,13,14,31,24
2,Delhi Daredevils,3,AB de Villiers,21,23,TM Dilshan,21,22,42,45
2,Delhi Daredevils,4,KD Karthik,12,9,TM Dilshan,8,6,22,15
2,Delhi Daredevils,5,M Manhas,23,13,TM Dilshan,20,9,44,22
