innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,1,2,Chennai Super Kings,RD Gaikwad,A Nortje,AK Chaudhary,,upheld,False
2,6,6,Chennai Super Kings,RR Pant,JR Hazlewood,AK Chaudhary,,struck down,False
2,15,3,Delhi Capitals,S Dhawan,SN Thakur,Nitin Menon,,upheld,False
