match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2025-03-25,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",44,16,6,2,275.0,not out,7
18,2025-04-05,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",10,13,0,0,76.92,not out,7
22,2025-04-08,Chennai Super Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",52,36,2,3,144.44,not out,7
27,2025-04-12,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,3,0,0,66.67,lbw b HV Patel,5
31,2025-04-15,Kolkata Knight Riders,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",18,17,1,1,105.88,lbw b VG Arora,8
34,2025-04-18,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",1,5,0,0,20.0,c PD Salt b B Kumar,6
37,2025-04-20,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",31,33,1,0,93.94,not out,6
49,2025-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",23,12,1,2,191.67,c D Brevis b RA Jadeja,5
54,2025-05-04,Lucknow Super Giants,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,15,4,1,220.0,not out,6
59,2025-05-18,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",59,30,5,3,196.67,not out,6
66,2025-05-24,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",11,10,0,0,110.0,c T Stubbs b Mustafizur Rahman,6
71,2025-05-29,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",3,5,0,0,60.0,b Suyash Sharma,7
73,2025-06-01,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2,3,0,0,66.67,run out (HH Pandya),6
74,2025-06-03,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",61,30,3,6,203.33,not out,6
