innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Punjab Kings,KL Rahul,19,20,2,1,95.0,c SP Narine b PJ Cummins,1
1,Punjab Kings,MA Agarwal,31,34,1,2,91.18,c RA Tripathi b SP Narine,2
1,Punjab Kings,CH Gayle,0,1,0,0,0.0,c KD Karthik b Shivam Mavi,3
1,Punjab Kings,DJ Hooda,1,4,0,0,25.0,c EJG Morgan b M Prasidh Krishna,4
1,Punjab Kings,N Pooran,19,19,1,1,100.0,b CV Varun,5
1,Punjab Kings,MC Henriques,2,3,0,0,66.67,b SP Narine,6
1,Punjab Kings,M Shahrukh Khan,13,14,0,1,92.86,c EJG Morgan b M Prasidh Krishna,7
1,Punjab Kings,CJ Jordan,30,18,1,3,166.67,b M Prasidh Krishna,8
1,Punjab Kings,Ravi Bishnoi,1,4,0,0,25.0,c EJG Morgan b PJ Cummins,9
1,Punjab Kings,Mohammed Shami,1,2,0,0,50.0,not out,10
1,Punjab Kings,Arshdeep Singh,1,1,0,0,100.0,not out,11
2,Kolkata Knight Riders,Shubman Gill,9,8,2,0,112.5,lbw b Mohammed Shami,1
2,Kolkata Knight Riders,N Rana,0,1,0,0,0.0,c M Shahrukh Khan b MC Henriques,2
2,Kolkata Knight Riders,RA Tripathi,41,32,7,0,128.12,c M Shahrukh Khan b DJ Hooda,3
2,Kolkata Knight Riders,SP Narine,0,4,0,0,0.0,c Ravi Bishnoi b Arshdeep Singh,4
2,Kolkata Knight Riders,EJG Morgan,47,40,4,2,117.5,not out,5
2,Kolkata Knight Riders,AD Russell,10,9,2,0,111.11,run out (),6
2,Kolkata Knight Riders,KD Karthik,12,6,2,0,200.0,not out,7
