innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,KL Rahul,36,6.4
1,Punjab Kings,2,CH Gayle,38,7.3
1,Punjab Kings,3,DJ Hooda,42,8.4
1,Punjab Kings,4,MA Agarwal,60,12.2
1,Punjab Kings,5,MC Henriques,75,14.1
1,Punjab Kings,6,N Pooran,79,15.2
1,Punjab Kings,7,M Shahrukh Khan,95,18.2
1,Punjab Kings,8,Ravi Bishnoi,98,19.1
1,Punjab Kings,9,CJ Jordan,121,20.4
2,Kolkata Knight Riders,1,N Rana,5,1.4
2,Kolkata Knight Riders,2,Shubman Gill,9,2.5
2,Kolkata Knight Riders,3,SP Narine,17,3.6
2,Kolkata Knight Riders,4,RA Tripathi,83,11.6
2,Kolkata Knight Riders,5,AD Russell,98,15.1
