match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
6,2012-04-07,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,21,18,3,0,116.67,c DJ Bravo b SK Raina,2
9,2012-04-09,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,41,24,2,4,170.83,c KA Pollard b SL Malinga,2
20,2012-04-17,Rajasthan Royals,Sawai Mansingh Stadium,52,43,8,0,120.93,c BJ Hodge b SK Trivedi,2
23,2012-04-19,Delhi Daredevils,Feroz Shah Kotla,44,29,5,1,151.72,lbw b S Nadeem,2
29,2012-04-22,Kolkata Knight Riders,Barabati Stadium,50,50,4,1,100.0,c DB Das b R Bhatia,2
35,2012-04-26,Pune Warriors,Subrata Roy Sahara Stadium,16,11,1,1,145.45,"run out (MK Pandey, RV Uthappa)",2
40,2012-04-29,Mumbai Indians,Wankhede Stadium,29,32,3,0,90.62,st KD Karthik b Harbhajan Singh,2
42,2012-05-01,Pune Warriors,Barabati Stadium,13,18,2,0,72.22,b B Kumar,2
46,2012-05-04,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",36,29,3,0,124.14,run out (DJ Bravo),2
50,2012-05-06,Royal Challengers Bangalore,M Chinnaswamy Stadium,73,52,10,1,140.38,not out,2
53,2012-05-08,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",8,6,1,0,133.33,c Azhar Mahmood b P Kumar,2
55,2012-05-10,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",84,49,9,5,171.43,run out (S Nadeem),2
61,2012-05-13,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",71,50,4,3,142.0,c P Awana b P Kumar,1
68,2012-05-18,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",26,24,2,2,108.33,c A Chandila b J Botha,2
71,2012-05-20,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",5,4,1,0,125.0,b Z Khan,1
