match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2025-03-23,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,29,3,7.25,15,0,1
8,2025-03-28,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,28,1,7.0,12,0,0
11,2025-03-30,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",4.0,0,38,2,9.5,11,1,0
17,2025-04-05,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,25,2,6.25,9,0,0
22,2025-04-08,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,45,2,11.25,8,0,1
25,2025-04-11,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,40,0,13.33,8,2,0
30,2025-04-14,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,38,1,9.5,12,0,0
38,2025-04-20,Mumbai Indians,"Wankhede Stadium, Mumbai",2.0,0,24,0,12.0,6,0,0
43,2025-04-25,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,21,1,7.0,9,1,0
49,2025-04-30,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",3.4,0,28,2,7.64,12,1,0
52,2025-05-03,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",3.0,0,65,0,21.67,5,0,1
57,2025-05-07,Kolkata Knight Riders,"Eden Gardens, Kolkata",2.0,0,14,0,7.0,7,1,0
62,2025-05-20,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",3.0,0,35,0,11.67,6,0,0
67,2025-05-25,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",3.0,0,17,1,5.67,11,1,0
