match_number,date,opponent,catches,stumpings,run_outs
1,2010-03-12,Deccan Chargers,1,0,0
4,2010-03-14,Royal Challengers Bangalore,1,0,0
13,2010-03-20,Rajasthan Royals,0,0,1
39,2010-04-07,Delhi Daredevils,1,0,0
