match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2010-03-12,Deccan Chargers,Dr DY Patil Sports Academy,65,46,5,4,141.3,not out,6
8,2010-03-16,Chennai Super Kings,Eden Gardens,6,13,0,0,46.15,lbw b JM Kemp,6
13,2010-03-20,Rajasthan Royals,"Sardar Patel Stadium, Motera",0,0,0,0,0.0,run out (AS Raut),6
17,2010-03-22,Mumbai Indians,Brabourne Stadium,3,3,0,0,100.0,not out,4
23,2010-03-27,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",19,11,2,0,172.73,c B Lee b IK Pathan,6
26,2010-03-29,Delhi Daredevils,Feroz Shah Kotla,24,18,3,0,133.33,b UT Yadav,6
30,2010-04-01,Deccan Chargers,Eden Gardens,4,4,0,0,100.0,c HH Gibbs b Jaskaran Singh,6
34,2010-04-04,Kings XI Punjab,Eden Gardens,17,11,2,0,154.55,not out,4
39,2010-04-07,Delhi Daredevils,Eden Gardens,46,28,3,2,164.29,not out,5
43,2010-04-10,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,2,0,0,50.0,c LRPL Taylor b R Vinay Kumar,5
48,2010-04-13,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",48,48,3,2,100.0,c ML Hayden b M Muralitharan,6
