match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2013-04-03,Delhi Daredevils,Eden Gardens,4,9,1,0,44.44,c UBT Chand b A Nehra,1
8,2013-04-08,Rajasthan Royals,Sawai Mansingh Stadium,1,4,0,0,25.0,b R Shukla,1
12,2013-04-11,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,5,0,0,20.0,c KL Rahul b MC Henriques,1
17,2013-04-14,Sunrisers Hyderabad,Eden Gardens,28,24,5,0,116.67,c GH Vihari b KV Sharma,1
20,2013-04-16,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,1,0,0,0.0,c AC Gilchrist b P Kumar,1
35,2013-04-26,Kings XI Punjab,Eden Gardens,51,44,3,3,115.91,not out,1
38,2013-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",92,61,14,2,150.82,run out (MEK Hussey),1
44,2013-05-01,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,4,7,1,0,57.14,b UT Yadav,1
47,2013-05-03,Rajasthan Royals,Eden Gardens,29,25,4,1,116.0,c AM Rahane b AA Chavan,2
53,2013-05-07,Mumbai Indians,Wankhede Stadium,17,19,3,0,89.47,st KD Karthik b PP Ojha,1
56,2013-05-09,Pune Warriors,Subrata Roy Sahara Stadium,12,13,2,0,92.31,st M Rawat b B Kumar,1
60,2013-05-12,Royal Challengers Bangalore,JSCA International Stadium Complex,0,2,0,0,0.0,c MC Henriques b R Rampaul,1
65,2013-05-15,Pune Warriors,JSCA International Stadium Complex,1,4,0,0,25.0,lbw b WD Parnell,2
72,2013-05-19,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",15,18,3,0,83.33,c CL White b NLTC Perera,1
