innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,3,3,Royal Challengers Bengaluru,Shubman Gill,B Kumar,KN Ananthapadmanabhan,wicket,struck down,False
2,11,3,Royal Challengers Bengaluru,Washington Sundar,R Shepherd,KN Ananthapadmanabhan,wicket,upheld,False
