innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,JG Bethell,34,3.4
1,Royal Challengers Bengaluru,2,V Kohli,35,4.2
1,Royal Challengers Bengaluru,3,RM Patidar,79,8.4
1,Royal Challengers Bengaluru,4,JM Sharma,80,9.1
1,Royal Challengers Bengaluru,5,TH David,91,10.4
1,Royal Challengers Bengaluru,6,KH Pandya,96,11.3
1,Royal Challengers Bengaluru,7,D Padikkal,126,14.6
1,Royal Challengers Bengaluru,8,R Shepherd,126,15.1
1,Royal Challengers Bengaluru,9,VR Iyer,155,20.1
1,Royal Challengers Bengaluru,10,JR Hazlewood,155,20.2
2,Gujarat Titans,1,B Sai Sudharsan,42,3.6
2,Gujarat Titans,2,Shubman Gill,57,5.6
2,Gujarat Titans,3,JC Buttler,92,8.3
2,Gujarat Titans,4,M Shahrukh Khan,109,11.1
2,Gujarat Titans,5,Washington Sundar,111,11.3
2,Gujarat Titans,6,JO Holder,141,14.5
