innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kolkata Knight Riders,death,29,3,30,5.8,3,12
1,Kolkata Knight Riders,middle,85,4,54,9.44,11,16
1,Kolkata Knight Riders,powerplay,60,1,36,10.0,12,20
2,Royal Challengers Bengaluru,death,65,2,35,11.14,10,6
2,Royal Challengers Bengaluru,middle,41,1,34,7.24,5,11
2,Royal Challengers Bengaluru,powerplay,71,0,29,14.69,13,8
