innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kolkata Knight Riders,Q de Kock,4,5,1,0,80.0,c JM Sharma b JR Hazlewood,1
1,Kolkata Knight Riders,SP Narine,44,26,5,3,169.23,c JM Sharma b Rasikh Salam,2
1,Kolkata Knight Riders,AM Rahane,56,31,6,4,180.65,c Rasikh Salam b KH Pandya,3
1,Kolkata Knight Riders,VR Iyer,6,7,1,0,85.71,b KH Pandya,4
1,Kolkata Knight Riders,A Raghuvanshi,30,22,2,1,136.36,c JM Sharma b Yash Dayal,5
1,Kolkata Knight Riders,RK Singh,12,10,1,0,120.0,b KH Pandya,6
1,Kolkata Knight Riders,AD Russell,4,3,1,0,133.33,b Suyash Sharma,7
1,Kolkata Knight Riders,Ramandeep Singh,6,9,0,0,66.67,not out,8
1,Kolkata Knight Riders,Harshit Rana,5,6,1,0,83.33,c JM Sharma b JR Hazlewood,9
1,Kolkata Knight Riders,SH Johnson,1,1,0,0,100.0,not out,10
2,Royal Challengers Bengaluru,PD Salt,56,31,9,2,180.65,c SH Johnson b CV Varun,1
2,Royal Challengers Bengaluru,V Kohli,59,36,4,3,163.89,not out,2
2,Royal Challengers Bengaluru,D Padikkal,10,10,1,0,100.0,c Ramandeep Singh b SP Narine,3
2,Royal Challengers Bengaluru,RM Patidar,34,16,5,1,212.5,c RK Singh b VG Arora,4
2,Royal Challengers Bengaluru,LS Livingstone,15,5,2,1,300.0,not out,5
