match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
6,2017-04-09,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2.0,0,21,0,10.5,3,2,0
13,2017-04-14,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,3.0,0,21,0,7.0,7,0,0
16,2017-04-16,Mumbai Indians,Wankhede Stadium,4.0,0,34,0,8.5,4,1,0
20,2017-04-18,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,4.0,0,31,1,7.75,11,0,0
23,2017-04-21,Kolkata Knight Riders,Eden Gardens,4.0,0,44,1,11.0,7,0,0
26,2017-04-23,Kings XI Punjab,Saurashtra Cricket Association Stadium,4.0,0,44,0,11.0,5,1,0
31,2017-04-27,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,34,1,8.5,10,1,0
35,2017-04-29,Mumbai Indians,Saurashtra Cricket Association Stadium,4.0,0,29,3,7.25,8,0,0
39,2017-05-01,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,4.0,0,35,2,8.75,7,1,0
42,2017-05-04,Delhi Daredevils,Feroz Shah Kotla,4.0,0,40,1,10.0,8,3,0
47,2017-05-07,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,48,1,12.0,2,0,0
50,2017-05-10,Delhi Daredevils,Green Park,3.4,0,43,1,11.73,4,1,0
