innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,MP Stoinis,86,9.2
1,Delhi Capitals,2,SS Iyer,126,14.6
1,Delhi Capitals,3,S Dhawan,178,19.3
2,Sunrisers Hyderabad,1,DA Warner,12,2.1
2,Sunrisers Hyderabad,2,PK Garg,43,5.4
2,Sunrisers Hyderabad,3,MK Pandey,44,5.6
2,Sunrisers Hyderabad,4,JO Holder,90,12.4
2,Sunrisers Hyderabad,5,KS Williamson,147,17.5
2,Sunrisers Hyderabad,6,Abdul Samad,167,19.3
2,Sunrisers Hyderabad,7,Rashid Khan,167,19.4
2,Sunrisers Hyderabad,8,SP Goswami,168,19.5
