innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,MD Mishra,3,1.4
1,Deccan Chargers,2,AC Gilchrist,44,5.5
1,Deccan Chargers,3,HH Gibbs,72,10.2
1,Deccan Chargers,4,A Symonds,103,14.2
1,Deccan Chargers,5,RG Sharma,163,19.4
1,Deccan Chargers,6,Y Venugopal Rao,168,20.3
2,Delhi Daredevils,1,V Sehwag,34,4.5
2,Delhi Daredevils,2,DA Warner,85,11.1
2,Delhi Daredevils,3,AB de Villiers,98,13.2
2,Delhi Daredevils,4,M Manhas,112,15.5
2,Delhi Daredevils,5,MC Henriques,132,17.2
2,Delhi Daredevils,6,KD Karthik,156,19.2
2,Delhi Daredevils,7,A Mishra,156,19.3
2,Delhi Daredevils,8,Y Nagar,158,20.1
2,Delhi Daredevils,9,S Ladda,158,20.2
