match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
4,Lucknow Super Giants,YBK Jaiswal,24,12,3,1,200.0,c KH Pandya b Mohsin Khan
4,Lucknow Super Giants,JC Buttler,11,9,2,0,122.22,c KL Rahul b Naveen-ul-Haq
4,Lucknow Super Giants,SV Samson,82,52,3,6,157.69,not out
4,Lucknow Super Giants,R Parag,43,29,1,3,148.28,c DJ Hooda b Naveen-ul-Haq
4,Lucknow Super Giants,SO Hetmyer,5,7,0,0,71.43,c KL Rahul b Ravi Bishnoi
4,Lucknow Super Giants,Dhruv Jurel,20,12,1,1,166.67,not out
9,Delhi Capitals,YBK Jaiswal,5,7,1,0,71.43,b Mukesh Kumar
9,Delhi Capitals,JC Buttler,11,16,0,0,68.75,lbw b Kuldeep Yadav
9,Delhi Capitals,SV Samson,15,14,3,0,107.14,c RR Pant b KK Ahmed
9,Delhi Capitals,R Parag,84,45,7,6,186.67,not out
9,Delhi Capitals,R Ashwin,29,19,0,3,152.63,c T Stubbs b AR Patel
9,Delhi Capitals,Dhruv Jurel,20,12,3,0,166.67,b A Nortje
9,Delhi Capitals,SO Hetmyer,14,7,1,1,200.0,not out
14,Mumbai Indians,YBK Jaiswal,10,6,2,0,166.67,c TH David b KT Maphaka
14,Mumbai Indians,JC Buttler,13,16,2,0,81.25,c PP Chawla b Akash Madhwal
14,Mumbai Indians,SV Samson,12,10,3,0,120.0,b Akash Madhwal
14,Mumbai Indians,R Parag,54,39,5,3,138.46,not out
14,Mumbai Indians,R Ashwin,16,16,1,0,100.0,c Tilak Varma b Akash Madhwal
14,Mumbai Indians,SB Dubey,8,6,1,0,133.33,not out
19,Royal Challengers Bengaluru,YBK Jaiswal,0,2,0,0,0.0,c GJ Maxwell b RJW Topley
19,Royal Challengers Bengaluru,JC Buttler,100,58,9,4,172.41,not out
19,Royal Challengers Bengaluru,SV Samson,69,42,8,2,164.29,c Yash Dayal b Mohammed Siraj
19,Royal Challengers Bengaluru,R Parag,4,4,1,0,100.0,c V Kohli b Yash Dayal
19,Royal Challengers Bengaluru,Dhruv Jurel,2,3,0,0,66.67,c KD Karthik b RJW Topley
19,Royal Challengers Bengaluru,SO Hetmyer,11,6,2,0,183.33,not out
24,Gujarat Titans,YBK Jaiswal,24,19,5,0,126.32,c MS Wade b UT Yadav
24,Gujarat Titans,JC Buttler,8,10,0,0,80.0,c R Tewatia b Rashid Khan
24,Gujarat Titans,SV Samson,68,38,7,2,178.95,not out
24,Gujarat Titans,R Parag,76,48,3,5,158.33,c V Shankar b MM Sharma
24,Gujarat Titans,SO Hetmyer,13,5,1,1,260.0,not out
27,Punjab Kings,YBK Jaiswal,39,28,4,0,139.29,c HV Patel b K Rabada
27,Punjab Kings,Tanush Kotian,24,31,3,0,77.42,b LS Livingstone
27,Punjab Kings,SV Samson,18,14,1,1,128.57,lbw b K Rabada
27,Punjab Kings,R Parag,23,18,1,1,127.78,c K Rabada b Arshdeep Singh
27,Punjab Kings,Dhruv Jurel,6,11,0,0,54.55,c Shashank Singh b HV Patel
27,Punjab Kings,SO Hetmyer,27,10,1,3,270.0,not out
27,Punjab Kings,R Powell,11,5,2,0,220.0,c JM Sharma b SM Curran
27,Punjab Kings,KA Maharaj,1,2,0,0,50.0,c LS Livingstone b SM Curran
31,Kolkata Knight Riders,YBK Jaiswal,19,9,3,1,211.11,c VR Iyer b VG Arora
31,Kolkata Knight Riders,JC Buttler,107,60,9,6,178.33,not out
31,Kolkata Knight Riders,SV Samson,12,8,2,0,150.0,c SP Narine b Harshit Rana
31,Kolkata Knight Riders,R Parag,34,14,4,2,242.86,c AD Russell b Harshit Rana
31,Kolkata Knight Riders,Dhruv Jurel,2,4,0,0,50.0,lbw b SP Narine
31,Kolkata Knight Riders,R Ashwin,8,11,1,0,72.73,c A Raghuvanshi b CV Varun
31,Kolkata Knight Riders,SO Hetmyer,0,1,0,0,0.0,c SS Iyer b CV Varun
31,Kolkata Knight Riders,R Powell,26,13,1,3,200.0,lbw b SP Narine
31,Kolkata Knight Riders,TA Boult,0,1,0,0,0.0,"run out (SS Iyer, MA Starc)"
38,Mumbai Indians,YBK Jaiswal,104,60,9,7,173.33,not out
38,Mumbai Indians,JC Buttler,35,25,6,0,140.0,b PP Chawla
38,Mumbai Indians,SV Samson,38,28,2,2,135.71,not out
