cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
829705,1,2015-04-08,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,7,M Morkel,168/3,170/3,20.0,18.3,,20,league,S Ravi,C Shamshuddin,PG Pathak,J Srinath
829707,2,2015-04-09,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings,,1,0,A Nehra,150/7,149/9,20.0,20.0,,20,league,RK Illingworth,VA Kulkarni,RM Deshpande,M Nayyar
829709,3,2015-04-10,Maharashtra Cricket Association Stadium,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,,26,0,JP Faulkner,162/7,136/8,20.0,20.0,,20,league,SD Fry,CB Gaffaney,K Srinath,GF Labrooy
829711,4,2015-04-11,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,,45,0,BB McCullum,209/4,164/6,20.0,20.0,,20,league,RK Illingworth,VA Kulkarni,RM Deshpande,M Nayyar
829713,5,2015-04-11,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,0,3,CH Gayle,177/6,179/7,20.0,19.0,,20,league,S Ravi,C Shamshuddin,PG Pathak,J Srinath
829715,6,2015-04-12,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,0,3,DJ Hooda,184/3,186/7,20.0,20.0,,20,league,SD Fry,CB Gaffaney,CK Nandan,GF Labrooy
829717,7,2015-04-12,Wankhede Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,,18,0,GJ Bailey,177/5,159/7,20.0,20.0,,20,league,AK Chaudhary,K Srinivasan,K Srinath,Chinmay Sharma
829719,8,2015-04-13,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,8,DA Warner,166/10,172/2,19.5,17.2,,20,league,RM Deshpande,RK Illingworth,VA Kulkarni,M Nayyar
829721,9,2015-04-14,"Sardar Patel Stadium, Motera",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,,0,7,SPD Smith,164/5,165/3,20.0,19.1,,20,league,AK Chaudhary,SD Fry,K Srinivasan,Chinmay Sharma
829725,10,2015-04-15,Maharashtra Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,Delhi Daredevils,,0,5,MA Agarwal,165/7,169/5,20.0,19.5,,20,league,CB Gaffaney,K Srinath,CK Nandan,GF Labrooy
