innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Chennai Super Kings,death,52,2,36,8.67,5,9
1,Chennai Super Kings,middle,46,1,35,7.89,7,12
1,Chennai Super Kings,powerplay,33,1,31,6.39,6,18
2,Kochi Tuskers Kerala,death,49,2,32,9.19,6,11
2,Kochi Tuskers Kerala,middle,47,0,31,9.1,6,9
2,Kochi Tuskers Kerala,powerplay,39,1,27,8.67,7,15
