innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Chennai Super Kings,MEK Hussey,8,10,2,0,80.0,c PA Patel b RP Singh,1
1,Chennai Super Kings,M Vijay,28,18,6,0,155.56,lbw b NLTC Perera,2
1,Chennai Super Kings,SK Raina,50,40,5,1,125.0,run out (NLTC Perera),3
1,Chennai Super Kings,S Badrinath,19,17,1,0,111.76,lbw b RV Gomez,4
1,Chennai Super Kings,MS Dhoni,14,13,1,1,107.69,not out,5
1,Chennai Super Kings,JA Morkel,9,4,0,1,225.0,not out,6
2,Kochi Tuskers Kerala,BB McCullum,47,33,4,3,142.42,c JA Morkel b R Ashwin,1
2,Kochi Tuskers Kerala,DPMD Jayawardene,16,11,2,1,145.45,c S Anirudha b R Ashwin,2
2,Kochi Tuskers Kerala,PA Patel,34,26,4,1,130.77,c S Anirudha b DE Bollinger,3
2,Kochi Tuskers Kerala,BJ Hodge,19,14,2,0,135.71,not out,4
2,Kochi Tuskers Kerala,RA Jadeja,16,6,0,2,266.67,not out,5
