innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,MEK Hussey,28,24,M Vijay,23,20,52,44
1,Chennai Super Kings,2,MEK Hussey,58,34,SK Raina,82,42,140,76
2,Mumbai Indians,1,DR Smith,5,3,AP Tare,7,7,12,10
2,Mumbai Indians,2,KD Karthik,9,15,DR Smith,63,25,75,40
2,Mumbai Indians,3,KD Karthik,2,3,RG Sharma,6,10,8,13
2,Mumbai Indians,4,KA Pollard,3,4,RG Sharma,2,5,6,9
2,Mumbai Indians,5,KA Pollard,21,12,AT Rayudu,5,5,26,17
2,Mumbai Indians,6,Harbhajan Singh,0,4,AT Rayudu,1,2,1,6
2,Mumbai Indians,7,MG Johnson,6,7,AT Rayudu,4,4,11,10
2,Mumbai Indians,8,AT Rayudu,1,1,SL Malinga,0,2,1,3
2,Mumbai Indians,9,AT Rayudu,4,2,PP Ojha,0,0,4,2
2,Mumbai Indians,10,PP Ojha,0,2,MM Patel,0,0,0,2
