match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2009-04-19,Kings XI Punjab,Newlands,3.0,0,24,0,8.0,7,3,0
9,2009-04-23,Chennai Super Kings,Kingsmead,4.0,0,32,0,8.0,9,0,0
14,2009-04-26,Royal Challengers Bangalore,St George's Park,4.0,0,24,1,6.0,10,1,0
18,2009-04-28,Rajasthan Royals,SuperSport Park,3.3,0,23,0,6.57,12,2,0
21,2009-04-30,Deccan Chargers,SuperSport Park,4.0,0,16,2,4.0,18,0,0
26,2009-05-02,Chennai Super Kings,New Wanderers Stadium,4.0,0,27,3,6.75,12,2,0
31,2009-05-05,Kolkata Knight Riders,Kingsmead,4.0,0,49,0,12.25,4,1,0
35,2009-05-08,Mumbai Indians,Buffalo Park,4.0,0,33,2,8.25,12,2,0
39,2009-05-10,Kolkata Knight Riders,New Wanderers Stadium,4.0,0,15,2,3.75,15,2,0
43,2009-05-13,Deccan Chargers,Kingsmead,4.0,0,31,1,7.75,10,1,0
50,2009-05-17,Rajasthan Royals,OUTsurance Oval,4.0,0,33,1,8.25,10,3,0
55,2009-05-21,Mumbai Indians,SuperSport Park,4.0,0,27,3,6.75,12,4,0
57,2009-05-22,Deccan Chargers,SuperSport Park,3.0,0,38,0,12.67,4,2,0
