match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2021-04-12,Rajasthan Royals,"Wankhede Stadium, Mumbai",91,50,7,5,182.0,c R Tewatia b C Sakariya,1
8,2021-04-16,Chennai Super Kings,"Wankhede Stadium, Mumbai",5,7,1,0,71.43,run out (),1
11,2021-04-18,Delhi Capitals,"Wankhede Stadium, Mumbai",61,51,7,2,119.61,c MP Stoinis b K Rabada,1
14,2021-04-21,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",4,6,0,0,66.67,c KM Jadhav b B Kumar,1
17,2021-04-23,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",60,52,3,3,115.38,not out,1
21,2021-04-26,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",19,20,2,1,95.0,c SP Narine b PJ Cummins,1
26,2021-04-30,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",91,57,7,5,159.65,not out,1
32,2021-09-21,Rajasthan Royals,Dubai International Cricket Stadium,49,33,4,2,148.48,c Kartik Tyagi b C Sakariya,1
37,2021-09-25,Sunrisers Hyderabad,Sharjah Cricket Stadium,21,21,3,0,100.0,c J Suchith b JO Holder,1
42,2021-09-28,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",21,22,2,0,95.45,c JJ Bumrah b KA Pollard,1
45,2021-10-01,Kolkata Knight Riders,Dubai International Cricket Stadium,67,55,4,2,121.82,c Shivam Mavi b VR Iyer,1
48,2021-10-03,Royal Challengers Bangalore,Sharjah Cricket Stadium,39,35,1,2,111.43,c HV Patel b Shahbaz Ahmed,1
53,2021-10-07,Chennai Super Kings,Dubai International Cricket Stadium,98,42,7,8,233.33,not out,1
