match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2023-04-01,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3.0,0,19,3,6.33,10,0,0
8,2023-04-05,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",4.0,0,47,2,11.75,10,3,0
14,2023-04-09,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.0,0,20,1,6.67,10,0,0
18,2023-04-13,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4.0,0,33,1,8.25,7,0,0
21,2023-04-15,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,22,1,7.33,6,1,0
27,2023-04-20,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4.0,0,34,1,8.5,7,1,0
31,2023-04-22,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,29,4,7.25,12,1,0
38,2023-04-28,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4.0,0,54,1,13.5,4,2,0
41,2023-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,37,1,9.25,8,3,0
46,2023-05-03,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3.5,0,66,1,17.22,4,2,0
53,2023-05-08,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,39,0,9.75,10,1,0
59,2023-05-13,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,32,0,8.0,8,0,0
64,2023-05-17,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2.0,0,21,0,10.5,4,2,0
66,2023-05-19,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4.0,0,40,1,10.0,10,3,0
