match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2020-09-20,Kings XI Punjab,Dubai International Cricket Stadium,4.0,0,28,2,7.0,9,1,0
7,2020-09-25,Chennai Super Kings,Dubai International Cricket Stadium,4.0,0,26,3,6.5,10,0,0
11,2020-09-29,Sunrisers Hyderabad,Sheikh Zayed Stadium,4.0,0,21,2,5.25,9,0,0
16,2020-10-03,Kolkata Knight Riders,Sharjah Cricket Stadium,4.0,0,51,1,12.75,8,0,0
19,2020-10-05,Royal Challengers Bangalore,Dubai International Cricket Stadium,4.0,0,24,4,6.0,9,2,0
23,2020-10-09,Rajasthan Royals,Sharjah Cricket Stadium,3.4,0,35,3,9.55,7,2,1
27,2020-10-11,Mumbai Indians,Sheikh Zayed Stadium,4.0,0,28,2,7.0,13,3,0
30,2020-10-14,Rajasthan Royals,Dubai International Cricket Stadium,4.0,0,28,1,7.0,9,0,0
34,2020-10-17,Chennai Super Kings,Sharjah Cricket Stadium,4.0,1,33,1,8.25,12,1,1
38,2020-10-20,Kings XI Punjab,Dubai International Cricket Stadium,4.0,0,27,2,6.75,9,1,0
42,2020-10-24,Kolkata Knight Riders,Sheikh Zayed Stadium,4.0,0,33,2,8.25,10,2,0
47,2020-10-27,Sunrisers Hyderabad,Dubai International Cricket Stadium,4.0,0,54,0,13.5,5,0,0
51,2020-10-31,Mumbai Indians,Dubai International Cricket Stadium,3.0,0,27,0,9.0,7,0,0
55,2020-11-02,Royal Challengers Bangalore,Sheikh Zayed Stadium,4.0,0,30,2,7.5,9,0,0
57,2020-11-05,Mumbai Indians,Dubai International Cricket Stadium,4.0,0,42,0,10.5,6,1,0
59,2020-11-08,Sunrisers Hyderabad,Sheikh Zayed Stadium,4.0,0,29,4,7.25,12,2,0
60,2020-11-10,Mumbai Indians,Dubai International Cricket Stadium,3.0,0,32,1,10.67,5,0,0
