match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
35,2017-04-29,Mumbai Indians,Saurashtra Cricket Association Stadium,7,2,0,1,350.0,not out,11
39,2017-05-01,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,0,1,0,0,0.0,b JD Unadkat,11
53,2017-05-13,Sunrisers Hyderabad,Green Park,0,6,0,0,0.0,b S Kaul,9
