innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,M Vijay,45,6.2
1,Chennai Super Kings,2,MEK Hussey,178,18.2
1,Chennai Super Kings,3,MS Dhoni,183,18.4
2,Sunrisers Hyderabad,1,S Dhawan,11,2.5
2,Sunrisers Hyderabad,2,KC Sangakkara,46,6.3
2,Sunrisers Hyderabad,3,GH Vihari,55,8.5
2,Sunrisers Hyderabad,4,DJG Sammy,62,9.2
2,Sunrisers Hyderabad,5,PA Patel,64,9.6
2,Sunrisers Hyderabad,6,NLTC Perera,99,13.5
2,Sunrisers Hyderabad,7,A Mishra,110,16.2
2,Sunrisers Hyderabad,8,DW Steyn,143,20.5
