innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,V Sehwag,53,5.6
1,Delhi Daredevils,2,S Dhawan,151,15.6
1,Delhi Daredevils,3,Shoaib Malik,159,17.1
1,Delhi Daredevils,4,KD Karthik,167,18.1
1,Delhi Daredevils,5,G Gambhir,179,19.2
2,Royal Challengers Bangalore,1,P Kumar,6,1.5
2,Royal Challengers Bangalore,2,LRPL Taylor,46,5.2
2,Royal Challengers Bangalore,3,W Jaffer,48,5.6
2,Royal Challengers Bangalore,4,R Dravid,135,16.3
2,Royal Challengers Bangalore,5,JH Kallis,162,19.6
