innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,F du Plessis,23,3.2
1,Royal Challengers Bengaluru,2,V Kohli,36,4.4
1,Royal Challengers Bengaluru,3,RM Patidar,124,13.3
1,Royal Challengers Bengaluru,4,WG Jacks,137,15.4
1,Royal Challengers Bengaluru,5,MK Lomror,174,18.4
1,Royal Challengers Bengaluru,6,KD Karthik,174,18.6
1,Royal Challengers Bengaluru,7,Swapnil Singh,176,19.3
1,Royal Challengers Bengaluru,8,KV Sharma,185,20.5
1,Royal Challengers Bengaluru,9,Mohammed Siraj,187,20.6
2,Delhi Capitals,1,DA Warner,8,1.4
2,Delhi Capitals,2,Abishek Porel,24,3.1
2,Delhi Capitals,3,J Fraser-McGurk,24,3.2
2,Delhi Capitals,4,Kumar Kushagra,30,4.3
2,Delhi Capitals,5,SD Hope,86,10.3
2,Delhi Capitals,6,T Stubbs,90,11.6
2,Delhi Capitals,7,Rasikh Salam,127,15.6
2,Delhi Capitals,8,AR Patel,128,16.4
2,Delhi Capitals,9,Mukesh Kumar,135,18.4
2,Delhi Capitals,10,Kuldeep Yadav,140,20.1
