match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
24,2023-04-17,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",4.0,0,42,2,10.5,9,2,0
29,2023-04-21,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,22,1,5.5,8,1,0
33,2023-04-23,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,27,1,6.75,11,3,0
37,2023-04-27,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,48,0,12.0,4,2,0
41,2023-04-30,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,32,1,8.0,5,1,0
45,2023-05-03,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.2,1,22,2,6.6,6,2,0
49,2023-05-06,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,15,3,3.75,11,0,0
55,2023-05-10,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,37,3,9.25,10,4,0
61,2023-05-14,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,23,0,7.67,8,2,1
67,2023-05-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,22,2,5.5,10,5,0
71,2023-05-23,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,37,2,9.25,8,7,0
74,2023-05-29,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,44,2,11.0,5,2,0
