innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,DA Warner,24,4.1
1,Delhi Daredevils,2,V Sehwag,25,4.3
1,Delhi Daredevils,3,PD Collingwood,50,6.4
1,Delhi Daredevils,4,KM Jadhav,67,9.3
1,Delhi Daredevils,5,G Gambhir,146,17.5
1,Delhi Daredevils,6,KD Karthik,188,20.6
2,Rajasthan Royals,1,MJ Lumb,0,1.2
2,Rajasthan Royals,2,FY Fazal,1,1.5
2,Rajasthan Royals,3,NV Ojha,29,4.4
2,Rajasthan Royals,4,AA Jhunjhunwala,32,5.1
2,Rajasthan Royals,5,YK Pathan,66,9.2
2,Rajasthan Royals,6,AC Voges,71,11.3
2,Rajasthan Royals,7,SK Warne,73,11.5
2,Rajasthan Royals,8,S Narwal,96,14.3
2,Rajasthan Royals,9,P Dogra,113,17.2
2,Rajasthan Royals,10,SW Tait,121,18.4
