innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,MS Bisla,3,1.6
1,Kolkata Knight Riders,2,JH Kallis,54,9.1
1,Kolkata Knight Riders,3,YK Pathan,95,13.5
1,Kolkata Knight Riders,4,G Gambhir,124,17.2
1,Kolkata Knight Riders,5,EJG Morgan,132,18.2
1,Kolkata Knight Riders,6,MK Tiwary,135,18.6
1,Kolkata Knight Riders,7,R McLaren,149,20.2
1,Kolkata Knight Riders,8,R Bhatia,149,20.3
2,Royal Challengers Bangalore,1,MA Agarwal,12,3.3
2,Royal Challengers Bangalore,2,V Kohli,75,10.1
