innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,M Vijay,31,29,MEK Hussey,32,27,64,56
1,Chennai Super Kings,2,SK Raina,2,4,MEK Hussey,0,0,2,4
1,Chennai Super Kings,3,MEK Hussey,25,19,MS Dhoni,26,21,52,40
1,Chennai Super Kings,4,JA Morkel,0,2,MEK Hussey,4,2,4,4
1,Chennai Super Kings,5,JA Morkel,0,2,S Badrinath,0,0,1,2
1,Chennai Super Kings,6,S Badrinath,11,7,S Anirudha,7,7,19,14
1,Chennai Super Kings,7,S Badrinath,11,7,S Anirudha,7,7,19,14
2,Pune Warriors,1,JD Ryder,8,7,MD Mishra,9,9,19,16
2,Pune Warriors,2,MK Pandey,1,4,JD Ryder,7,4,8,8
2,Pune Warriors,3,MK Pandey,11,5,RV Uthappa,0,1,13,5
2,Pune Warriors,4,Yuvraj Singh,0,1,RV Uthappa,0,3,0,4
2,Pune Warriors,5,M Manhas,20,23,Yuvraj Singh,17,21,38,44
2,Pune Warriors,6,NL McCullum,14,13,Yuvraj Singh,17,21,31,34
2,Pune Warriors,7,R Sharma,1,1,NL McCullum,0,1,1,2
2,Pune Warriors,8,JE Taylor,2,1,NL McCullum,1,1,4,2
2,Pune Warriors,9,NL McCullum,0,1,M Kartik,0,0,0,1
2,Pune Warriors,10,M Kartik,1,2,AC Thomas,1,2,3,4
