match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2012-04-06,Pune Warriors,Wankhede Stadium,4.0,0,26,2,6.5,10,0,0
9,2012-04-09,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,20,4,5.0,12,0,0
12,2012-04-11,Rajasthan Royals,Wankhede Stadium,3.4,0,28,4,7.64,11,0,0
19,2012-04-16,Delhi Daredevils,Wankhede Stadium,3.0,0,15,0,5.0,10,0,0
28,2012-04-22,Kings XI Punjab,Wankhede Stadium,4.0,0,41,0,10.25,6,0,0
33,2012-04-25,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,1,41,0,10.25,10,0,1
40,2012-04-29,Deccan Chargers,Wankhede Stadium,4.0,0,23,1,5.75,12,1,0
45,2012-05-03,Pune Warriors,Subrata Roy Sahara Stadium,4.0,0,24,1,6.0,13,1,0
49,2012-05-06,Chennai Super Kings,Wankhede Stadium,4.0,0,46,0,11.5,5,1,0
58,2012-05-12,Kolkata Knight Riders,Eden Gardens,4.0,0,32,1,8.0,10,0,0
62,2012-05-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,54,1,13.5,11,1,3
65,2012-05-16,Kolkata Knight Riders,Wankhede Stadium,4.0,0,17,1,4.25,13,0,0
