match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
5,Mumbai Indians,Azmatullah Omarzai,3.0,0,27,2,9.0,10
5,Mumbai Indians,MM Sharma,4.0,0,32,2,8.0,7
5,Mumbai Indians,R Sai Kishore,4.0,0,24,1,6.0,9
5,Mumbai Indians,Rashid Khan,4.0,0,23,0,5.75,11
5,Mumbai Indians,SH Johnson,2.0,0,25,2,12.5,3
5,Mumbai Indians,UT Yadav,3.0,0,31,2,10.33,9
7,Chennai Super Kings,Azmatullah Omarzai,3.0,0,30,0,10.0,6
7,Chennai Super Kings,MM Sharma,4.0,0,36,1,9.0,4
7,Chennai Super Kings,R Sai Kishore,3.0,0,28,1,9.33,6
7,Chennai Super Kings,Rashid Khan,4.0,0,49,2,12.25,4
7,Chennai Super Kings,SH Johnson,4.0,0,35,1,8.75,8
7,Chennai Super Kings,UT Yadav,2.0,0,27,0,13.5,5
12,Sunrisers Hyderabad,Azmatullah Omarzai,3.0,0,24,1,8.0,8
12,Sunrisers Hyderabad,DG Nalkande,2.0,0,18,0,9.0,2
12,Sunrisers Hyderabad,MM Sharma,4.0,0,25,3,6.25,6
12,Sunrisers Hyderabad,Noor Ahmad,4.0,0,32,1,8.0,10
12,Sunrisers Hyderabad,Rashid Khan,4.0,0,33,1,8.25,7
12,Sunrisers Hyderabad,UT Yadav,3.0,0,28,1,9.33,7
17,Punjab Kings,Azmatullah Omarzai,4.0,0,41,1,10.25,5
17,Punjab Kings,DG Nalkande,0.5,0,6,1,7.2,2
17,Punjab Kings,MM Sharma,4.0,0,38,1,9.5,5
17,Punjab Kings,Noor Ahmad,4.0,0,32,2,8.0,9
17,Punjab Kings,Rashid Khan,4.0,0,40,1,10.0,5
17,Punjab Kings,UT Yadav,3.0,0,35,1,11.67,6
21,Lucknow Super Giants,DG Nalkande,2.0,0,21,2,10.5,2
21,Lucknow Super Giants,MM Sharma,3.0,0,34,0,11.33,2
21,Lucknow Super Giants,Noor Ahmad,4.0,0,22,0,5.5,7
21,Lucknow Super Giants,Rashid Khan,4.0,0,28,1,7.0,4
21,Lucknow Super Giants,SH Johnson,4.0,0,32,0,8.0,11
21,Lucknow Super Giants,UT Yadav,3.0,0,22,2,7.33,11
24,Rajasthan Royals,MM Sharma,4.0,0,51,1,12.75,3
24,Rajasthan Royals,Noor Ahmad,4.0,0,43,0,10.75,6
24,Rajasthan Royals,Rashid Khan,4.0,0,18,1,4.5,10
24,Rajasthan Royals,SH Johnson,4.0,0,37,0,9.25,6
24,Rajasthan Royals,UT Yadav,4.0,0,47,1,11.75,9
32,Delhi Capitals,Noor Ahmad,1.5,0,14,0,7.64,5
32,Delhi Capitals,Rashid Khan,2.0,0,12,1,6.0,6
32,Delhi Capitals,S Sandeep Warrier,3.0,0,40,2,13.33,6
32,Delhi Capitals,SH Johnson,2.0,0,22,1,11.0,6
37,Punjab Kings,Azmatullah Omarzai,2.0,0,13,0,6.5,7
37,Punjab Kings,M Shahrukh Khan,1.0,0,7,0,7.0,1
37,Punjab Kings,MM Sharma,4.0,0,32,2,8.0,9
37,Punjab Kings,Noor Ahmad,4.0,0,20,2,5.0,10
37,Punjab Kings,R Sai Kishore,4.0,0,33,4,8.25,11
37,Punjab Kings,Rashid Khan,4.0,0,15,1,3.75,11
37,Punjab Kings,S Sandeep Warrier,1.0,0,21,0,21.0,2
40,Delhi Capitals,Azmatullah Omarzai,4.0,0,33,0,8.25,10
40,Delhi Capitals,M Shahrukh Khan,1.0,0,8,0,8.0,2
40,Delhi Capitals,MM Sharma,4.0,0,73,0,18.25,2
40,Delhi Capitals,Noor Ahmad,3.0,0,36,1,12.0,4
40,Delhi Capitals,R Sai Kishore,1.0,0,22,0,22.0,0
40,Delhi Capitals,Rashid Khan,4.0,0,35,0,8.75,8
40,Delhi Capitals,S Sandeep Warrier,3.0,0,15,3,5.0,12
45,Royal Challengers Bengaluru,Azmatullah Omarzai,2.0,0,18,0,9.0,6
45,Royal Challengers Bengaluru,MM Sharma,2.0,0,41,0,20.5,3
45,Royal Challengers Bengaluru,Noor Ahmad,4.0,0,43,0,10.75,5
45,Royal Challengers Bengaluru,R Sai Kishore,3.0,0,30,1,10.0,4
45,Royal Challengers Bengaluru,Rashid Khan,4.0,0,51,0,12.75,4
45,Royal Challengers Bengaluru,S Sandeep Warrier,1.0,0,15,0,15.0,1
52,Royal Challengers Bengaluru,J Little,4.0,0,45,4,11.25,9
52,Royal Challengers Bengaluru,MJ Suthar,2.0,0,26,0,13.0,4
52,Royal Challengers Bengaluru,MM Sharma,2.0,0,32,0,16.0,2
52,Royal Challengers Bengaluru,Noor Ahmad,4.0,0,23,2,5.75,12
52,Royal Challengers Bengaluru,Rashid Khan,1.4,0,25,0,15.0,1
59,Chennai Super Kings,Kartik Tyagi,4.0,0,51,0,12.75,4
59,Chennai Super Kings,MM Sharma,4.0,0,31,3,7.75,10
59,Chennai Super Kings,Noor Ahmad,2.0,0,25,0,12.5,3
59,Chennai Super Kings,Rashid Khan,4.0,0,38,2,9.5,8
59,Chennai Super Kings,S Sandeep Warrier,3.0,0,28,1,9.33,8
59,Chennai Super Kings,UT Yadav,3.0,0,20,1,6.67,8
