innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Mumbai Indians,1,ST Jayasuriya,36,15,SR Tendulkar,2,2,39,17
1,Mumbai Indians,2,DJ Thornely,8,16,SR Tendulkar,21,17,33,33
1,Mumbai Indians,3,DJ Thornely,0,2,AM Nayar,0,0,0,2
1,Mumbai Indians,4,RV Uthappa,7,16,AM Nayar,9,9,24,25
1,Mumbai Indians,5,AM Nayar,29,15,DJ Bravo,24,15,54,29
1,Mumbai Indians,6,DJ Bravo,6,2,PR Shah,0,0,6,2
1,Mumbai Indians,7,PR Shah,10,6,YV Takawale,3,3,19,8
1,Mumbai Indians,8,RR Raje,1,2,YV Takawale,2,2,3,4
2,Deccan Chargers,1,AC Gilchrist,6,7,Shahid Afridi,0,1,7,8
2,Deccan Chargers,2,AC Gilchrist,7,9,RG Sharma,6,9,13,18
2,Deccan Chargers,3,RG Sharma,0,1,LPC Silva,0,0,0,1
2,Deccan Chargers,4,Y Venugopal Rao,16,14,LPC Silva,17,14,36,28
2,Deccan Chargers,5,DB Ravi Teja,31,25,Y Venugopal Rao,41,24,74,48
2,Deccan Chargers,6,DB Ravi Teja,6,2,DNT Zoysa,0,0,6,2
2,Deccan Chargers,7,H Das,2,5,DNT Zoysa,7,3,9,8
2,Deccan Chargers,8,DNT Zoysa,3,4,RP Singh,3,3,8,7
