innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Deccan Chargers,AC Gilchrist,5,8,0,0,62.5,c A Mukund b MS Gony,1
1,Deccan Chargers,HH Gibbs,8,10,2,0,80.0,c L Balaji b M Ntini,2
1,Deccan Chargers,SB Styris,20,20,3,0,100.0,b M Muralitharan,3
1,Deccan Chargers,Y Venugopal Rao,46,46,3,1,100.0,"run out (MS Gony, PA Patel)",4
1,Deccan Chargers,DB Ravi Teja,40,28,4,1,142.86,c A Mukund b JA Morkel,5
1,Deccan Chargers,Shahid Afridi,1,2,0,0,50.0,c SK Raina b L Balaji,6
1,Deccan Chargers,AS Yadav,0,1,0,0,0.0,b JA Morkel,7
1,Deccan Chargers,RP Singh,10,4,1,1,250.0,c JA Morkel b L Balaji,8
1,Deccan Chargers,PP Ojha,1,1,0,0,100.0,not out,9
2,Chennai Super Kings,PA Patel,20,27,3,0,74.07,c Shahid Afridi b PM Sarvesh Kumar,1
2,Chennai Super Kings,SP Fleming,14,9,3,0,155.56,c AC Gilchrist b DP Vijaykumar,2
2,Chennai Super Kings,SK Raina,54,43,5,2,125.58,not out,3
2,Chennai Super Kings,MS Dhoni,37,25,4,1,148.0,c HH Gibbs b PP Ojha,4
2,Chennai Super Kings,JA Morkel,12,12,1,0,100.0,not out,5
