innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,JA Morkel,4.0,0,37,2,9.25,4,3,0
1,Chennai Super Kings,L Balaji,4.0,0,34,2,8.5,7,0,0
1,Chennai Super Kings,M Muralitharan,4.0,0,22,1,5.5,8,2,0
1,Chennai Super Kings,M Ntini,4.0,0,24,1,6.0,12,1,0
1,Chennai Super Kings,MS Gony,4.0,0,21,1,5.25,12,0,0
2,Deccan Chargers,DP Vijaykumar,3.2,0,32,1,9.6,7,1,0
2,Deccan Chargers,PM Sarvesh Kumar,2.0,0,18,1,9.0,6,0,0
2,Deccan Chargers,PP Ojha,4.0,0,28,1,7.0,8,2,0
2,Deccan Chargers,RP Singh,4.0,0,32,0,8.0,12,3,0
2,Deccan Chargers,SB Styris,3.0,0,16,0,5.33,6,0,0
2,Deccan Chargers,Shahid Afridi,3.0,0,19,0,6.33,7,2,0
