innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,HH Gibbs,11,3.2
1,Deccan Chargers,2,AC Gilchrist,15,4.3
1,Deccan Chargers,3,SB Styris,57,11.1
1,Deccan Chargers,4,DB Ravi Teja,133,19.3
1,Deccan Chargers,5,Y Venugopal Rao,134,19.4
1,Deccan Chargers,6,AS Yadav,134,19.5
1,Deccan Chargers,7,Shahid Afridi,146,20.4
1,Deccan Chargers,8,RP Singh,147,20.6
2,Chennai Super Kings,1,SP Fleming,26,4.2
2,Chennai Super Kings,2,PA Patel,60,9.3
2,Chennai Super Kings,3,MS Dhoni,115,16.2
