innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Deccan Chargers,1,AC Gilchrist,2,4,HH Gibbs,8,10,11,14
1,Deccan Chargers,2,SB Styris,1,3,AC Gilchrist,3,4,4,7
1,Deccan Chargers,3,Y Venugopal Rao,16,23,SB Styris,19,17,42,40
1,Deccan Chargers,4,DB Ravi Teja,40,28,Y Venugopal Rao,29,22,76,50
1,Deccan Chargers,5,Y Venugopal Rao,1,1,Shahid Afridi,0,0,1,1
1,Deccan Chargers,6,AS Yadav,0,1,Shahid Afridi,0,0,0,1
1,Deccan Chargers,7,RP Singh,10,3,Shahid Afridi,1,2,12,5
1,Deccan Chargers,8,PP Ojha,1,1,RP Singh,0,1,1,2
1,Deccan Chargers,9,PP Ojha,1,1,RP Singh,0,1,1,2
2,Chennai Super Kings,1,PA Patel,10,11,SP Fleming,14,9,26,20
2,Chennai Super Kings,2,SK Raina,19,15,PA Patel,10,16,34,31
2,Chennai Super Kings,3,MS Dhoni,37,25,SK Raina,14,16,55,41
2,Chennai Super Kings,4,JA Morkel,12,12,SK Raina,21,12,33,24
