match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2017-04-07,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,15,8,0,2,187.5,c SA Yadav b Kuldeep Yadav,4
6,2017-04-09,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",3,5,0,0,60.0,lbw b Rashid Khan,4
13,2017-04-14,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,33,19,3,2,173.68,not out,5
20,2017-04-18,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,19,15,2,1,126.67,st KM Jadhav b P Negi,4
23,2017-04-21,Kolkata Knight Riders,Eden Gardens,31,15,4,2,206.67,c MK Pandey b NM Coulter-Nile,1
26,2017-04-23,Kings XI Punjab,Saurashtra Cricket Association Stadium,13,12,0,1,108.33,c MP Stoinis b MM Sharma,2
31,2017-04-27,Royal Challengers Bangalore,M Chinnaswamy Stadium,72,34,5,6,211.76,c AB de Villiers b P Negi,4
35,2017-04-29,Mumbai Indians,Saurashtra Cricket Association Stadium,0,3,0,0,0.0,b SL Malinga,4
39,2017-05-01,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,13,6,1,1,216.67,c & b Imran Tahir,4
42,2017-05-04,Delhi Daredevils,Feroz Shah Kotla,27,19,4,0,142.11,c RR Pant b K Rabada,5
47,2017-05-07,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,2,0,0,100.0,c WP Saha b Sandeep Sharma,5
50,2017-05-10,Delhi Daredevils,Green Park,69,39,6,4,176.92,b Mohammed Shami,5
53,2017-05-13,Sunrisers Hyderabad,Green Park,2,3,0,0,66.67,b Rashid Khan,5
