innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,AD Russell,1.3,0,15,1,10.0,2,0,0
1,Kolkata Knight Riders,CV Varun,4.0,0,26,2,6.5,9,1,1
1,Kolkata Knight Riders,Harshit Rana,4.0,0,27,1,6.75,9,1,0
1,Kolkata Knight Riders,MA Starc,4.0,0,34,3,8.5,11,1,0
1,Kolkata Knight Riders,SP Narine,4.0,0,40,1,10.0,7,0,0
1,Kolkata Knight Riders,VG Arora,2.0,0,17,1,8.5,5,2,1
2,Sunrisers Hyderabad,B Kumar,3.0,0,28,0,9.33,8,0,0
2,Sunrisers Hyderabad,Nithish Kumar Reddy,1.0,0,13,0,13.0,1,0,0
2,Sunrisers Hyderabad,PJ Cummins,3.0,0,38,1,12.67,5,1,0
2,Sunrisers Hyderabad,T Natarajan,3.0,0,22,1,7.33,10,1,0
2,Sunrisers Hyderabad,TM Head,1.4,0,32,0,19.2,2,0,0
2,Sunrisers Hyderabad,V Viyaskanth,2.0,0,22,0,11.0,1,0,0
