innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,16,6,Sunrisers Hyderabad,B Kumar,CV Varun,AK Chaudhary,wicket,struck down,True
2,2,4,Sunrisers Hyderabad,Rahmanullah Gurbaz,PJ Cummins,AK Chaudhary,wicket,struck down,False
2,3,1,Sunrisers Hyderabad,SP Narine,B Kumar,R Pandit,wicket,struck down,False
