match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2008-04-20,Royal Challengers Bangalore,Wankhede Stadium,4.0,0,39,1,9.75,3,0,0
14,2008-04-27,Deccan Chargers,Dr DY Patil Sports Academy,2.0,0,17,0,8.5,3,0,0
16,2008-04-29,Kolkata Knight Riders,Eden Gardens,4.0,1,14,3,3.5,14,1,0
23,2008-05-04,Delhi Daredevils,Dr DY Patil Sports Academy,1.0,0,16,0,16.0,0,0,0
27,2008-05-07,Rajasthan Royals,Dr DY Patil Sports Academy,2.0,0,17,0,8.5,2,0,0
42,2008-05-18,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2.0,0,13,0,6.5,5,0,0
50,2008-05-24,Delhi Daredevils,Feroz Shah Kotla,4.0,0,35,0,8.75,4,0,0
53,2008-05-26,Rajasthan Royals,Sawai Mansingh Stadium,2.0,0,8,0,4.0,5,0,0
