match_number,date,opponent,catches,stumpings,run_outs
16,2008-04-29,Kolkata Knight Riders,2,0,1
50,2008-05-24,Delhi Daredevils,0,0,1
53,2008-05-26,Rajasthan Royals,0,0,1
