match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2008-04-20,Royal Challengers Bangalore,Wankhede Stadium,29,16,5,1,181.25,run out (Z Khan),2
8,2008-04-23,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",20,11,4,0,181.82,c Joginder Sharma b MS Gony,2
10,2008-04-25,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,7,0,0,14.29,c & b B Lee,2
14,2008-04-27,Deccan Chargers,Dr DY Patil Sports Academy,18,21,2,0,85.71,c RG Sharma b Shahid Afridi,2
16,2008-04-29,Kolkata Knight Riders,Eden Gardens,18,10,3,1,180.0,b I Sharma,2
23,2008-05-04,Delhi Daredevils,Dr DY Patil Sports Academy,34,16,6,1,212.5,b VY Mahesh,2
27,2008-05-07,Rajasthan Royals,Dr DY Patil Sports Academy,18,20,1,1,90.0,c YK Pathan b SR Watson,2
36,2008-05-14,Chennai Super Kings,Wankhede Stadium,114,48,9,11,237.5,not out,1
38,2008-05-16,Kolkata Knight Riders,Wankhede Stadium,48,17,6,3,282.35,not out,1
42,2008-05-18,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",36,15,6,2,240.0,c RP Singh b Y Venugopal Rao,1
45,2008-05-21,Kings XI Punjab,Wankhede Stadium,20,12,1,2,166.67,lbw b S Sreesanth,1
50,2008-05-24,Delhi Daredevils,Feroz Shah Kotla,66,42,6,5,157.14,c TM Dilshan b A Mishra,1
53,2008-05-26,Rajasthan Royals,Sawai Mansingh Stadium,38,37,4,0,102.7,c Pankaj Singh b SK Trivedi,1
55,2008-05-28,Royal Challengers Bangalore,M Chinnaswamy Stadium,54,37,4,4,145.95,c B Akhil b DW Steyn,1
