innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,F du Plessis,4,6,Anuj Rawat,0,1,5,7
1,Royal Challengers Bangalore,2,V Kohli,4,3,F du Plessis,4,5,8,8
1,Royal Challengers Bangalore,3,GJ Maxwell,19,12,V Kohli,8,11,27,23
1,Royal Challengers Bangalore,4,SS Prabhudessai,6,5,GJ Maxwell,29,14,35,19
1,Royal Challengers Bangalore,5,Shahbaz Ahmed,5,3,GJ Maxwell,7,8,17,11
1,Royal Challengers Bangalore,6,KD Karthik,66,34,Shahbaz Ahmed,27,18,97,52
2,Delhi Capitals,1,PP Shaw,16,13,DA Warner,32,15,50,28
2,Delhi Capitals,2,MR Marsh,10,18,DA Warner,34,23,44,41
2,Delhi Capitals,3,RR Pant,14,9,MR Marsh,4,6,18,15
2,Delhi Capitals,4,R Powell,0,1,RR Pant,0,0,0,1
2,Delhi Capitals,5,Lalit Yadav,1,4,RR Pant,1,1,3,5
2,Delhi Capitals,6,RR Pant,19,7,SN Thakur,7,2,27,9
2,Delhi Capitals,7,AR Patel,3,3,SN Thakur,10,7,14,10
2,Delhi Capitals,8,Kuldeep Yadav,10,7,AR Patel,7,4,17,11
