innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,Anuj Rawat,5,2.1
1,Royal Challengers Bangalore,2,F du Plessis,13,3.3
1,Royal Challengers Bangalore,3,V Kohli,40,7.2
1,Royal Challengers Bangalore,4,SS Prabhudessai,75,10.3
1,Royal Challengers Bangalore,5,GJ Maxwell,92,12.2
2,Delhi Capitals,1,PP Shaw,50,5.4
2,Delhi Capitals,2,DA Warner,94,12.3
2,Delhi Capitals,3,MR Marsh,112,14.6
2,Delhi Capitals,4,R Powell,112,15.1
2,Delhi Capitals,5,Lalit Yadav,115,15.6
2,Delhi Capitals,6,RR Pant,142,17.3
2,Delhi Capitals,7,SN Thakur,156,19.1
