innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,19,2,Royal Challengers Bangalore,KD Karthik,SN Thakur,Chirra Ravikanthreddy,,upheld,False
2,12,3,Royal Challengers Bangalore,DA Warner,PWH de Silva,Chirra Ravikanthreddy,,upheld,False
