innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bangalore,death,74,0,30,14.8,11,5
1,Royal Challengers Bangalore,middle,75,3,54,8.33,9,19
1,Royal Challengers Bangalore,powerplay,40,2,36,6.67,7,19
2,Delhi Capitals,death,58,2,30,11.6,8,8
2,Delhi Capitals,middle,58,4,54,6.44,5,20
2,Delhi Capitals,powerplay,57,1,36,9.5,8,14
