innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,AR Patel,4.0,0,29,1,7.25,7,1,0
1,Delhi Capitals,KK Ahmed,4.0,0,36,1,9.0,9,0,0
1,Delhi Capitals,Kuldeep Yadav,4.0,0,46,1,11.5,7,3,0
1,Delhi Capitals,Mustafizur Rahman,4.0,0,48,0,12.0,8,1,0
1,Delhi Capitals,SN Thakur,4.0,0,27,1,6.75,12,1,0
2,Royal Challengers Bangalore,GJ Maxwell,2.0,0,14,0,7.0,4,0,0
2,Royal Challengers Bangalore,HV Patel,4.0,0,40,0,10.0,5,1,0
2,Royal Challengers Bangalore,JR Hazlewood,4.0,0,28,3,7.0,12,1,0
2,Royal Challengers Bangalore,Mohammed Siraj,4.0,0,31,2,7.75,10,0,0
2,Royal Challengers Bangalore,PWH de Silva,4.0,0,40,1,10.0,8,0,0
2,Royal Challengers Bangalore,Shahbaz Ahmed,2.0,0,19,0,9.5,3,2,0
